,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info3String,brokerName,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.videoCount,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,timeOnZillow,unitCount,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.unit,plid,lotAreaString,hdpData.homeInfo.listing_sub_type.is_FSBO,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange
138,2054332039,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f81331c3b79dcc2b3783862e80f2a657-p_e.jpg,True,/homedetails/2910-Timberlee-Rd-2-Wimauma-FL-33598/2054332039_zpid/,SOLD,Sold,"$200,000",$200K,"2910 Timberlee Rd #2, Wimauma, FL 33598",,0.0,,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,RE/MAX REALY UNLIMITED,27.656864,-82.41211,RECENTLY_SOLD,Sold 03/04/2024,2054332039.0,2910 Timberlee Rd #2,33598,Wimauma,FL,27.656864,-82.41211,200000.0,1709539200000.0,0.0,,,LOT,RECENTLY_SOLD,-1.0,False,False,,1949.0,False,False,RECENTLY_SOLD,200000.0,True,False,False,USD,USA,,2.96,acres,False,,,,,,,,,,,,,,,# 2,,2.96 acres,,,,
139,2054414579,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/cdf3bbc9338c8f26e1eea4796eae85a9-p_e.jpg,True,/homedetails/10676-Banyan-Breeze-Blvd-Land-O-Lakes-FL-34638/2054414579_zpid/,SOLD,Sold,"$384,900",$385K,"10676 Banyan Breeze Blvd, Land O Lakes, FL 34638",3.0,3.0,2145.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,,Lennar Realty Inc,28.309635,-82.5326,RECENTLY_SOLD,Sold 03/04/2024,2054414579.0,10676 Banyan Breeze Blvd,34638,Land O Lakes,FL,28.309635,-82.5326,384900.0,1709539200000.0,3.0,3.0,2145.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,375800.0,2700.0,False,False,RECENTLY_SOLD,384900.0,True,False,False,USD,USA,,0.0,sqft,False,,,,,,,,,,157475000.0,,2024-10-31 00:00:00,,157475000.0,,,,,,,
140,2055841470,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/b27331c7e8d221fa22c403e7f1026965-p_e.jpg,True,/homedetails/205-E-Ross-Ave-2-Tampa-FL-33602/2055841470_zpid/,SOLD,Sold,"$880,000",$880K,"205 E Ross Ave #2, Tampa, FL 33602",4.0,3.0,2100.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,LISTINGLY.COM,27.96295,-82.45884,RECENTLY_SOLD,Sold 03/04/2024,2055841470.0,205 E Ross Ave #2,33602,Tampa,FL,27.96295,-82.45884,880000.0,1709539200000.0,3.0,4.0,2100.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,867700.0,4267.0,False,False,RECENTLY_SOLD,880000.0,True,False,False,USD,USA,,9583.0,sqft,False,,,,,,,,,,,,,,,# 2,,,,,,
141,2056067611,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/b04c9284ce258e1eb3caf01f556b66f0-p_e.jpg,True,/homedetails/11210-Linden-Depot-Rd-San-Antonio-FL-33576/2056067611_zpid/,SOLD,Sold,"$379,900",$380K,"11210 Linden Depot Rd, San Antonio, FL 33576",4.0,2.0,1936.0,False,False,RecentlySold,Unknown Listed By,False,True,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,LENNAR REALTY,28.31989,-82.28462,RECENTLY_SOLD,Sold 03/04/2024,2056067611.0,11210 Linden Depot Rd,33576,San Antonio,FL,28.31989,-82.28462,379900.0,1709539200000.0,2.0,4.0,1936.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,,2650.0,False,False,RECENTLY_SOLD,379900.0,True,False,False,USD,USA,,6000.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
142,2058116616,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/44fa9c001eaa4b587365bb2ef48a87b3-p_e.jpg,True,/homedetails/3415-Bonsilva-St-Plant-City-FL-33566/2058116616_zpid/,SOLD,Sold,"$347,500",$348K,"3415 Bonsilva St, Plant City, FL 33566",3.0,2.0,1495.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,DALTON WADE INC,27.969889,-82.12415,RECENTLY_SOLD,Sold 03/04/2024,2058116616.0,3415 Bonsilva St,33566,Plant City,FL,27.969889,-82.12415,347500.0,1709539200000.0,2.0,3.0,1495.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,346400.0,2325.0,False,False,RECENTLY_SOLD,347500.0,True,False,False,USD,USA,,7200.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
143,2058920646,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/5d46fe09b8503ce0c2fc2e75c60734ef-p_e.jpg,True,/homedetails/3083-Juniper-Springs-St-Wesley-Chapel-FL-33543/2058920646_zpid/,SOLD,Sold,$1.52M,$1.52M,"3083 Juniper Springs St, Wesley Chapel, FL 33543",5.0,6.0,4053.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,LOMBARDO HEIGHTS LLC,28.201937,-82.28182,RECENTLY_SOLD,Sold 03/04/2024,2058920646.0,3083 Juniper Springs St,33543,Wesley Chapel,FL,28.201937,-82.28182,1515000.0,1709539200000.0,6.0,5.0,4053.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1530400.0,9009.0,False,False,RECENTLY_SOLD,1515000.0,True,False,False,USD,USA,,0.2657943067033976,acres,False,,,,,,,,,,,,,,,,,,,,,
144,,,,https://photos.zillowstatic.com/fp/61bc3a41cb736a1d17f66c0752218624-p_e.jpg,True,/b/2506-cleveland-st-tampa-fl-BP6NsJ/,SOLD,For Rent,,,"2506 Cleveland St, Tampa, FL",,,,,,,,,False,,False,False,False,False,,False,,,,27.94313,-82.48535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2238.0,2369849097.0,27.94313--82.48535,True,False,157475000.0,4.0,,,,,,,,,,
145,2063174349,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/3ff219fd758ee1645c0573ff0612da62-p_e.jpg,True,/homedetails/12507-N-Blvd-Tampa-FL-33612/2063174349_zpid/,SOLD,Sold,"$455,000",$455K,"12507 N Blvd, Tampa, FL 33612",3.0,2.0,1992.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,COLDWELL BANKER REALTY,28.061377,-82.46733,RECENTLY_SOLD,Sold 03/04/2024,2063174349.0,12507 N Blvd,33612,Tampa,FL,28.061377,-82.46733,455000.0,1709539200000.0,2.0,3.0,1992.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,462600.0,2964.0,False,False,RECENTLY_SOLD,455000.0,True,False,False,USD,USA,,8690.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
146,,,,https://photos.zillowstatic.com/fp/5a8dc8f577c1d4efe6db94d4aaec9ab4-p_e.jpg,True,"/b/building/28.016563,-82.77893_ll/",SOLD,For Rent,,,"834 Oak Bend Ln, Dunedin, FL",,,,,,,,,False,,False,False,False,False,,False,,,,28.016563,-82.77893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2263.0,,28.016563--82.77893,True,False,157475000.0,4.0,,,,,,,,,,
147,2068378109,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0cd5b531e4407263c870540213a68582-p_e.jpg,True,/homedetails/7824-Abby-Brooks-Cir-Wesley-Chapel-FL-33545/2068378109_zpid/,SOLD,Sold,"$489,000",$489K,"7824 Abby Brooks Cir, Wesley Chapel, FL 33545",4.0,2.0,1998.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,DALTON WADE INC,28.280449,-82.291595,RECENTLY_SOLD,Sold 03/04/2024,2068378109.0,7824 Abby Brooks Cir,33545,Wesley Chapel,FL,28.280449,-82.291595,489000.0,1709539200000.0,2.0,4.0,1998.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,483100.0,2650.0,False,False,RECENTLY_SOLD,489000.0,True,False,False,USD,USA,,6100.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
148,47076854,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/2cec533c075a69b167de605656d3c748-p_e.jpg,True,/homedetails/602-23rd-St-N-Saint-Petersburg-FL-33713/47076854_zpid/,SOLD,Sold,"$295,000",$295K,"602 23rd St N, Saint Petersburg, FL 33713",2.0,1.0,643.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,BEYCOME OF FLORIDA LLC,27.778704,-82.664665,RECENTLY_SOLD,Sold 03/03/2024,47076854.0,602 23rd St N,33713,Saint Petersburg,FL,27.778704,-82.664665,295000.0,1709452800000.0,1.0,2.0,643.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,294300.0,1700.0,False,False,RECENTLY_SOLD,295000.0,True,False,False,USD,USA,198287.0,1799.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
149,44903822,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/b6652357d31c845cd0e54f915f1abb24-p_e.jpg,True,/homedetails/2503-Lancer-Dr-Tampa-FL-33618/44903822_zpid/,SOLD,Sold,"$425,000",$425K,"2503 Lancer Dr, Tampa, FL 33618",3.0,3.0,1636.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,LPT REALTY,28.062698,-82.48455,RECENTLY_SOLD,Sold 03/02/2024,44903822.0,2503 Lancer Dr,33618,Tampa,FL,28.062698,-82.48455,425000.0,1709366400000.0,3.0,3.0,1636.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,419800.0,2600.0,False,False,RECENTLY_SOLD,425000.0,True,False,False,USD,USA,247845.0,9360.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
150,46455706,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/ee2c67641a6bc7f4d0f4cdb90274fa2b-p_e.jpg,True,/homedetails/5550-Cheyenne-Dr-Holiday-FL-34690/46455706_zpid/,SOLD,Sold,"$220,000",$220K,"5550 Cheyenne Dr, Holiday, FL 34690",2.0,2.0,1113.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,DALTON WADE INC,28.180567,-82.72198,RECENTLY_SOLD,Sold 03/02/2024,46455706.0,5550 Cheyenne Dr,34690,Holiday,FL,28.180567,-82.72198,220000.0,1709366400000.0,2.0,2.0,1113.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,228400.0,1694.0,False,False,RECENTLY_SOLD,220000.0,True,False,False,USD,USA,135412.0,5580.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
151,,,,https://photos.zillowstatic.com/fp/1dd3e794b67ace385c6a6b66145a6918-p_e.jpg,True,/b/3206-w-azeele-st-tampa-fl-5Xk6Xg/,SOLD,For Rent,,,"3206 W Azeele St, Tampa, FL",,,,,,,,,False,,False,False,False,False,,False,,,,27.940672,-82.49594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,702.0,1001556848.0,27.940672--82.49594,True,False,330275000.0,7.0,,,,,,,,,,
152,69065584,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/470b2bde03d4ee2115f05247fdbcdeb0-p_e.jpg,True,/homedetails/31111-Masena-Dr-Wesley-Chapel-FL-33545/69065584_zpid/,SOLD,Sold,"$350,000",$350K,"31111 Masena Dr, Wesley Chapel, FL 33545",3.0,2.0,1300.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,PEOPLE'S CHOICE REALTY SVC LLC,28.25661,-82.30169,RECENTLY_SOLD,Sold 03/02/2024,69065584.0,31111 Masena Dr,33545,Wesley Chapel,FL,28.25661,-82.30169,350000.0,1709366400000.0,2.0,3.0,1300.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,349700.0,2109.0,False,False,RECENTLY_SOLD,350000.0,True,False,False,USD,USA,217555.0,5200.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
153,,,,https://photos.zillowstatic.com/fp/a0900da1f3cd5f133a4dffaf13bd6672-p_e.jpg,True,"/b/building/27.796059,-82.27662_ll/",SOLD,For Rent,,,"12315 Marshland St, Riverview, FL",,,,,,,,,False,,False,False,False,False,,False,,,,27.796059,-82.27662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1715.0,,27.796059--82.27662,True,False,330275000.0,12.0,,,,,,,,,,
154,2054332363,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/8b50d41964cfdc96648ec6d0cf569a76-p_e.jpg,True,/homedetails/2121-Bayou-Grande-Blvd-NE-10-Saint-Petersburg-FL-33703/2054332363_zpid/,SOLD,Sold,$1.25M,$1.25M,"2121 Bayou Grande Blvd NE #10, Saint Petersburg, FL 33703",,0.0,,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,COMPASS FLORIDA LLC,27.822725,-82.59834,RECENTLY_SOLD,Sold 03/02/2024,2054332363.0,2121 Bayou Grande Blvd NE #10,33703,Saint Petersburg,FL,27.822725,-82.59834,1250000.0,1709366400000.0,0.0,,,LOT,RECENTLY_SOLD,-1.0,False,False,,6899.0,False,False,RECENTLY_SOLD,1250000.0,True,False,False,USD,USA,,10506.0,sqft,False,,,,,,,,,,,,,,,# 10,,"10,506 sqft",,,,
155,44849540,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0d155afb550229625807c883ce9dcc05-p_e.jpg,True,/homedetails/12510-Ashdown-Dr-Odessa-FL-33556/44849540_zpid/,SOLD,Sold,"$725,000",$725K,"12510 Ashdown Dr, Odessa, FL 33556",4.0,3.0,2467.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,FLORIDA EXECUTIVE REALTY,28.087074,-82.63647,RECENTLY_SOLD,Sold 03/01/2024,44849540.0,12510 Ashdown Dr,33556,Odessa,FL,28.087074,-82.63647,725000.0,1709280000000.0,3.0,4.0,2467.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,722300.0,3999.0,False,False,RECENTLY_SOLD,725000.0,True,False,False,USD,USA,419928.0,8375.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
156,44860372,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/ecc41fa799dbd80fb34fbfe101afe668-p_e.jpg,True,/homedetails/10209-Lockwood-Pines-Ln-Tampa-FL-33635/44860372_zpid/,SOLD,Sold,"$755,000",$755K,"10209 Lockwood Pines Ln, Tampa, FL 33635",4.0,3.0,2568.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,FUTURE HOME REALTY INC,28.031252,-82.60298,RECENTLY_SOLD,Sold 03/01/2024,44860372.0,10209 Lockwood Pines Ln,33635,Tampa,FL,28.031252,-82.60298,755000.0,1709280000000.0,3.0,4.0,2568.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,758800.0,4313.0,False,False,RECENTLY_SOLD,755000.0,True,False,False,USD,USA,489876.0,10638.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
157,44866766,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/88636c17ceadf8872247e6262f703a6e-p_e.jpg,True,/homedetails/7941-Woodvine-Cir-Tampa-FL-33615/44866766_zpid/,SOLD,Sold,"$392,000",$392K,"7941 Woodvine Cir, Tampa, FL 33615",3.0,2.0,1058.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,GUARDIAN REAL ESTATE SERVICES,28.022959,-82.579445,RECENTLY_SOLD,Sold 03/01/2024,44866766.0,7941 Woodvine Cir,33615,Tampa,FL,28.022959,-82.579445,392000.0,1709280000000.0,2.0,3.0,1058.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,388700.0,2095.0,False,False,RECENTLY_SOLD,392000.0,True,False,False,USD,USA,166792.0,7920.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
158,44869330,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/2950aef344068f14c1b45e4df9098854-p_e.jpg,True,/homedetails/6722-Ranger-Dr-Tampa-FL-33615/44869330_zpid/,SOLD,Sold,"$470,000",$470K,"6722 Ranger Dr, Tampa, FL 33615",4.0,2.0,1706.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,LOMBARDO TEAM REAL ESTATE LLC,28.011045,-82.60139,RECENTLY_SOLD,Sold 03/01/2024,44869330.0,6722 Ranger Dr,33615,Tampa,FL,28.011045,-82.60139,470000.0,1709280000000.0,2.0,4.0,1706.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,467700.0,2749.0,False,False,RECENTLY_SOLD,470000.0,True,False,False,USD,USA,314248.0,9275.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
159,44871307,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/316b8ba1b13e1551477e3d47c342eb0d-p_e.jpg,True,/homedetails/9217-Tudor-Dr-A206-Tampa-FL-33615/44871307_zpid/,SOLD,Sold,"$200,000",$200K,"9217 Tudor Dr #A206, Tampa, FL 33615",2.0,2.0,1520.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,MATTHEW GUTHRIE AND ASSOCIATES REALTY LLC,27.99946,-82.59006,RECENTLY_SOLD,Sold 03/01/2024,44871307.0,9217 Tudor Dr #A206,33615,Tampa,FL,27.99946,-82.59006,200000.0,1709280000000.0,2.0,2.0,1520.0,CONDO,RECENTLY_SOLD,-1.0,False,False,200100.0,2100.0,False,False,RECENTLY_SOLD,200000.0,True,False,False,USD,USA,125165.0,2.0,sqft,False,,,,,,,,,,,,,,,# A206,,,,,,
160,44878661,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f82230b87a53daecaa36e019e4bfee21-p_e.jpg,True,/homedetails/19204-Sunlake-Blvd-Lutz-FL-33558/44878661_zpid/,SOLD,Sold,"$365,000",$365K,"19204 Sunlake Blvd, Lutz, FL 33558",3.0,2.0,1158.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,54 REALTY LLC,28.15863,-82.494804,RECENTLY_SOLD,Sold 03/01/2024,44878661.0,19204 Sunlake Blvd,33558,Lutz,FL,28.15863,-82.494804,365000.0,1709280000000.0,2.0,3.0,1158.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,357000.0,2100.0,False,False,RECENTLY_SOLD,365000.0,True,False,False,USD,USA,257713.0,8000.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
161,44881925,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/69760e2476bf874a8b85a612449d42bf-p_e.jpg,True,/homedetails/18525-Kingbird-Dr-Lutz-FL-33558/44881925_zpid/,SOLD,Sold,"$590,000",$590K,"18525 Kingbird Dr, Lutz, FL 33558",4.0,3.0,2358.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,ENTERPRISE REALTY SERVICES LLC,28.13798,-82.5014,RECENTLY_SOLD,Sold 03/01/2024,44881925.0,18525 Kingbird Dr,33558,Lutz,FL,28.13798,-82.5014,590000.0,1709280000000.0,3.0,4.0,2358.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,583200.0,3294.0,False,False,RECENTLY_SOLD,590000.0,True,False,False,USD,USA,443170.0,9600.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
162,44889926,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f2d93b7611faa2aa25a6ee4601db93ef-p_e.jpg,True,/homedetails/4607-Farmhouse-Dr-Tampa-FL-33624/44889926_zpid/,SOLD,Sold,"$499,000",$499K,"4607 Farmhouse Dr, Tampa, FL 33624",4.0,2.0,1886.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,HOMEWARD REAL ESTATE,28.090778,-82.524765,RECENTLY_SOLD,Sold 03/01/2024,44889926.0,4607 Farmhouse Dr,33624,Tampa,FL,28.090778,-82.524765,499000.0,1709280000000.0,2.0,4.0,1886.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,,2800.0,False,False,RECENTLY_SOLD,499000.0,True,False,False,USD,USA,228871.0,0.2874196510560147,acres,False,,,,,,,,,,,,,,,,,,,,,
163,44893704,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0b5212fd28baa98e3c363bffa6258017-p_e.jpg,True,/homedetails/14006-Capitol-Dr-Tampa-FL-33613/44893704_zpid/,SOLD,Sold,"$428,000",$428K,"14006 Capitol Dr, Tampa, FL 33613",4.0,2.0,1885.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,DUO REALTY LLC,28.075558,-82.46727,RECENTLY_SOLD,Sold 03/01/2024,44893704.0,14006 Capitol Dr,33613,Tampa,FL,28.075558,-82.46727,428000.0,1709280000000.0,2.0,4.0,1885.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,435700.0,2790.0,False,False,RECENTLY_SOLD,428000.0,True,False,False,USD,USA,290788.0,7700.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
164,,,,https://photos.zillowstatic.com/fp/92edd0d5241dafdc21ff68696cbf3dd9-p_e.jpg,True,/b/13612-s-village-dr-tampa-fl-5Xpj2W/,SOLD,For Rent,,,"13612 S Village Dr, Tampa, FL",,,,,,,,,True,,False,False,False,False,,False,,,,28.072323,-82.522026,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,576.0,1001982944.0,28.072323--82.522026,True,False,416675000.0,2.0,,,,,,,,,,
165,44907664,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/33db575eaa4b7cf402af0c6b7da84061-p_e.jpg,True,/homedetails/11233-Cedar-Hollow-Ln-Tampa-FL-33618/44907664_zpid/,SOLD,Sold,"$310,000",$310K,"11233 Cedar Hollow Ln, Tampa, FL 33618",2.0,3.0,1360.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,PINEYWOODS REALTY LLC,28.050734,-82.506,RECENTLY_SOLD,Sold 03/01/2024,44907664.0,11233 Cedar Hollow Ln,33618,Tampa,FL,28.050734,-82.506,310000.0,1709280000000.0,3.0,2.0,1360.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,317100.0,1994.0,False,False,RECENTLY_SOLD,310000.0,True,False,False,USD,USA,211883.0,972.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
166,44907885,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/10d80f91574179911305b40549af89b1-p_e.jpg,True,/homedetails/10132-Lake-Oak-Cir-Tampa-FL-33624/44907885_zpid/,SOLD,Sold,"$234,500",$235K,"10132 Lake Oak Cir, Tampa, FL 33624",2.0,3.0,1188.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,SOLID GOLD HOME SALES,28.040648,-82.514534,RECENTLY_SOLD,Sold 03/01/2024,44907885.0,10132 Lake Oak Cir,33624,Tampa,FL,28.040648,-82.514534,234500.0,1709280000000.0,3.0,2.0,1188.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,244100.0,1900.0,False,False,RECENTLY_SOLD,234500.0,True,False,False,USD,USA,167979.0,1453.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
